user_id,region_id,account_balance
358,19,987.3
359,38,438.68
360,21,486.98
361,17,655.24
362,10,8.94
363,33,700.54
364,27,590.84
365,19,358.73
366,8,674.08
367,28,192.86
368,4,512.17
369,39,762.24
370,24,57.43
371,19,531.79
372,23,648.95
373,46,322.54
374,5,752.47
375,15,893.75
376,28,762.02
377,25,319.47
378,43,365.13
379,21,327.07
380,1,641.4
381,29,217.75
382,11,204.59
383,49,753.71
384,14,787.13
385,34,719.13
386,46,760.73
387,2,649.97
388,24,595.87
389,13,643.8
390,18,489.44
391,13,883.99
392,15,124.16
393,32,589.11
394,15,958.15
395,16,94.49
396,39,770.09
397,22,305.74
398,40,592.82
399,2,678.9
400,29,149.03
401,43,826.4
402,10,179.52
403,29,136.35
404,50,152.82
405,39,544.79
406,46,305.32
407,31,851.48
408,35,16.42
409,46,532.82
410,10,509.86
411,30,201.89
412,29,493.14
413,49,901.2
414,18,569.26
415,1,353.21
416,46,339.42
417,31,409.6
418,39,284.72
419,9,682.34
420,8,865.0
421,10,878.83
422,35,913.22
423,4,459.59
424,44,584.94
425,34,199.97
426,49,119.68
427,47,615.03
428,39,547.07
429,35,684.27
430,10,326.64
431,39,818.55
432,46,719.2
433,47,370.28
434,45,461.36
435,1,179.99
436,24,474.72
437,1,347.38
438,12,940.3
439,14,135.69
440,18,141.55
441,11,901.3
442,14,65.96
443,44,947.13
444,7,957.48
445,33,763.63
446,1,297.29
447,40,947.96
448,9,19.25
449,23,783.21
450,29,99.22
451,45,977.21
452,46,456.92
453,42,108.39
454,3,207.99
455,36,921.26
456,34,871.7
457,22,883.0
458,35,352.48
459,28,197.36
460,37,158.62
461,36,515.65
462,9,629.57
463,15,308.51
464,22,813.8
465,49,87.65
466,28,113.85
467,9,732.93
468,34,8.03
469,27,164.21
470,39,856.07
471,47,149.17
472,8,602.0
473,19,30.19
474,25,60.73
475,7,117.54
476,43,7.11
477,6,66.45
478,3,381.63
479,47,681.47
480,36,17.98
481,48,224.86
482,44,456.0
483,3,323.82
484,30,845.67
485,18,148.2
486,42,119.3
487,1,335.25
488,21,232.9
489,28,677.21
490,38,553.25
491,46,989.07
492,16,106.69
493,27,976.21
494,20,368.21
495,37,646.67
496,40,110.71
497,41,143.31
498,15,759.83
499,30,8.89
500,32,737.38
501,38,133.49
502,37,997.77
503,40,697.63
504,17,491.99
505,26,68.86
506,31,867.14
507,17,514.95
508,7,318.56
509,6,409.22
510,30,373.78
511,34,923.17
512,26,258.5
513,13,255.08
514,19,830.02
515,22,344.19
516,8,813.26
517,49,199.01
518,12,115.47
519,18,418.24
520,7,964.72
521,33,510.8
522,21,698.94
523,32,222.23
524,46,757.11
525,20,414.81
526,44,534.57
527,12,304.38
528,44,149.71
529,46,278.32
530,31,941.0
531,15,556.01
532,23,680.05
533,28,374.25
534,23,911.54
535,43,868.26
536,23,383.83
537,42,825.19
538,18,880.45
539,48,811.94
540,11,548.18
541,28,532.43
542,10,639.49
543,35,207.12
544,32,822.11
545,6,205.52
546,8,764.32
547,32,735.58
548,44,380.26
549,13,487.47
550,27,956.13
551,13,456.05
552,46,448.97
553,41,574.16
554,12,731.97
555,47,394.87
556,22,791.44
557,14,597.18
558,27,934.33
559,36,735.17
560,11,379.69
561,50,984.94
562,37,251.83
563,12,477.18
564,32,70.03
565,13,495.1
566,36,935.37
567,19,672.7
568,29,846.57
569,25,523.52
570,12,807.76
571,40,154.86
572,4,376.51
573,33,153.94
574,48,623.31
575,29,852.64
576,21,847.61
577,45,577.38
578,37,309.96
579,20,167.33
580,28,729.18
581,44,293.97
582,45,386.48
583,27,41.28
584,5,9.06
585,36,584.08
586,49,703.94
587,49,516.96
588,43,722.96
589,7,613.93
590,11,802.78
591,30,566.54
592,27,820.9
593,30,516.72
594,23,406.51
595,8,274.35
596,15,363.16
597,43,803.78
598,27,495.09
599,14,521.59
600,50,60.57
601,40,137.25
602,38,479.41
603,9,574.48
604,40,860.44
605,49,341.29
606,11,320.3
607,22,818.12
608,15,391.54
609,4,373.22
610,47,658.1
611,30,869.18
612,48,24.6
613,33,113.34
614,43,967.66
615,5,193.31
616,25,932.58
617,6,363.01
618,31,620.28
619,21,243.88
620,37,246.39
621,32,128.06
622,10,414.3
623,34,101.37
624,39,225.27
625,37,537.78
626,14,980.4
627,23,280.25
628,32,625.71
629,7,123.86
630,14,809.48
631,43,917.5
632,28,279.85
633,23,994.33
634,23,62.42
635,37,624.42
636,44,389.23
637,40,910.75
638,7,838.87
639,16,979.74
640,10,836.97
641,40,552.04
642,8,371.49
643,38,555.62
644,43,211.09
645,29,149.66
646,14,497.41
647,42,544.38
648,41,781.0
649,15,385.68
650,46,689.49
651,15,915.7
652,45,160.68
653,42,570.22
654,29,353.4
655,6,606.62
656,22,561.24
657,49,45.48
658,40,329.94
659,34,451.31
660,48,475.15
661,47,373.15
662,26,662.6
663,50,256.72
664,26,221.81
665,27,767.8
666,47,183.42
667,1,594.83
668,45,633.04
669,15,560.04
670,38,202.21
671,24,438.07
672,24,87.79
673,33,224.64
674,38,247.06
675,23,45.43
676,47,522.68
677,33,432.7
678,40,605.11
679,46,620.83
680,43,204.26
681,43,533.3
682,7,458.11
683,35,517.19
684,29,475.61
685,4,36.48
686,37,216.96
687,24,261.92
688,18,526.05
689,32,94.95
690,19,537.79
691,11,181.97
692,1,880.14
693,26,929.78
694,48,664.44
695,1,53.71
696,32,437.44
697,28,437.52
698,36,770.06
699,48,933.97
700,45,844.85
701,38,440.58
702,29,114.24
703,44,501.79
704,9,126.92
705,10,357.61
706,9,486.8
707,6,302.2
708,1,446.45
709,46,33.88
710,20,995.29
711,4,859.63
712,8,235.32
713,40,124.93
714,14,241.49
715,41,208.09
716,5,858.38
717,44,866.3
718,2,217.72
719,47,980.47
720,48,169.97
721,45,569.83
722,8,330.63
723,15,530.89
724,21,43.73
725,42,553.0
726,15,854.8
727,1,818.58
728,2,675.07
729,26,475.31
730,6,672.4
731,49,664.1
732,6,518.64
733,39,634.0
734,23,906.05
735,18,15.23
736,22,687.5
737,15,11.72
738,33,703.44
739,23,426.42
740,32,535.59
741,47,285.7
742,18,431.37
743,30,774.0
744,15,143.64
745,49,201.25
746,7,530.79
747,22,567.3
748,42,609.65
749,11,660.22
750,29,800.38
751,23,104.65
752,10,74.0
753,38,240.87
754,44,200.48
755,1,624.09
756,16,381.48
757,19,382.53
758,46,540.28
759,1,817.54
760,15,559.86
761,35,663.7
762,29,181.53
763,32,635.58
764,42,950.89
765,47,492.58
766,37,849.06
767,36,721.91
768,25,185.28
769,12,377.02
770,8,760.34
771,13,905.44
772,50,385.75
773,30,809.09
774,25,813.34
775,32,329.39
776,29,124.45
777,40,49.22
778,30,129.41
779,31,201.85
780,44,259.0
781,3,828.68
782,50,991.12
783,35,244.58
784,6,654.65
785,35,702.33
786,25,35.17
787,41,126.52
788,50,728.96
789,12,682.47
790,45,547.79
791,48,612.87
792,32,717.32
793,32,198.29
794,28,855.32
795,47,301.79
796,9,346.44
797,6,440.26
798,15,49.99
799,50,55.08
800,37,607.75
801,9,514.89
802,43,569.37
803,19,161.81
804,25,628.66
805,6,330.39
806,15,175.98
807,7,369.54
808,37,996.13
809,26,861.36
810,8,540.07
811,22,310.73
812,12,149.42
813,1,222.19
814,9,92.87
815,32,998.48
816,47,293.73
817,2,347.5
818,7,124.72
819,18,641.48
820,41,823.31
821,12,465.01
822,47,480.51
823,17,4.17
824,6,890.32
825,25,374.3
826,26,734.82
827,48,793.38
828,4,885.86
829,8,115.12
830,45,862.07
831,47,22.81
832,12,139.41
833,20,113.24
834,34,120.25
835,21,327.17
836,32,350.72
837,42,224.27
838,9,233.86
839,43,159.57
840,29,79.14
841,40,820.42
842,13,894.05
843,21,348.93
844,46,908.79
845,21,588.1
846,12,900.34
847,11,784.09
848,2,339.94
849,1,916.56
850,33,305.04
851,22,236.87
852,28,571.13
853,49,30.23
854,7,928.46
855,14,846.58
856,4,945.19
857,42,209.14
858,41,696.4
859,24,981.06
860,20,410.7
861,39,525.19
862,19,246.97
863,6,487.28
864,8,182.66
865,27,4.0
866,47,644.83
867,7,644.58
868,35,484.5
869,25,612.73
870,29,503.18
871,30,349.94
872,36,270.15
873,3,42.1
874,20,432.78
875,41,862.93
876,13,77.91
877,41,363.18
878,21,429.0
879,5,781.99
880,16,967.37
881,27,277.19
882,47,267.25
883,42,438.15
884,39,676.95
885,5,302.91
886,23,519.22
887,20,485.33
888,14,276.11
889,30,243.78
890,11,337.09
891,2,597.61
892,1,493.89
893,42,675.15
894,32,395.32
895,19,873.65
896,10,236.11
897,37,197.22
898,2,26.57
899,17,229.12
900,14,140.13
901,17,589.06
902,39,318.25
903,9,310.09
904,39,578.48
905,6,816.07
906,44,58.46
907,11,607.01
908,34,52.43
909,16,686.98
910,24,348.46
911,17,833.53
912,34,697.73
913,47,54.34
914,13,890.12
915,20,373.47
916,1,681.27
917,34,168.87
918,41,131.05
919,40,427.48
920,41,647.91
921,3,611.2
922,26,264.52
923,32,366.09
924,21,395.21
925,24,463.29
926,7,60.85
927,16,28.19
928,7,36.01
929,43,455.51
930,49,121.69
931,45,510.86
932,49,618.84
933,14,531.55
934,13,166.33
935,45,99.52
936,2,777.55
937,43,237.04
938,31,282.52
939,5,666.02
940,2,364.14
941,6,811.81
942,30,562.32
943,9,506.12
944,32,229.36
945,31,761.71
946,29,107.27
947,14,72.27
948,9,16.83
949,46,214.19
950,27,158.54
951,33,912.27
952,18,915.39
953,27,493.86
954,23,225.61
955,45,93.44
956,42,191.33
957,6,669.04
958,29,625.99
959,5,454.66
960,3,464.21
961,38,894.12
962,30,719.75
963,34,784.72
964,49,666.86
965,1,534.18
966,12,562.46
967,23,887.88
968,18,112.64
969,5,774.83
970,44,81.14
971,11,941.73
972,15,125.25
973,8,895.56
974,11,116.84
975,41,512.96
976,42,775.77
977,50,490.08
978,41,154.21
979,9,504.68
980,20,128.27
981,6,683.59
982,38,610.26
983,26,836.36
984,6,963.29
985,23,395.5
986,15,916.75
987,15,234.56
988,15,655.92
989,9,644.46
990,48,65.62
991,45,591.41
992,8,250.38
993,46,85.47
994,45,522.76
995,10,847.57
996,25,121.23
997,15,871.31
998,44,709.0
999,26,995.74
1000,48,992.67
1001,21,442.44
1002,44,448.6
1003,33,810.72
1004,3,555.64
1005,39,786.8
1006,9,902.93
1007,45,768.62
1008,35,437.65
1009,40,884.61
1010,42,251.47
1011,50,554.18
1012,50,716.96
1013,20,26.63
1014,2,669.88
1015,6,386.17
1016,22,926.5
1017,34,909.91
1018,32,208.27
1019,40,751.52
1020,16,659.52
1021,43,514.1
1022,21,180.74
1023,20,213.5
1024,21,477.65
1025,36,800.44
1026,44,577.32
1027,33,317.01
1028,7,131.56
1029,13,249.21
1030,49,352.18
1031,20,738.69
1032,46,570.66
1033,42,913.58
1034,33,258.79
1035,48,32.93
1036,5,846.77
1037,40,207.97
1038,14,70.44
1039,4,731.79
1040,6,150.88
1041,24,590.98
1042,18,295.26
1043,29,521.13
1044,28,144.66
1045,27,628.12
1046,36,210.14
1047,39,204.06
1048,36,214.38
1049,47,884.76
1050,37,638.1
1051,30,338.82
1052,37,722.32
1053,10,535.04
1054,29,451.09
1055,33,773.79
1056,20,801.79
1057,10,403.19
1058,40,790.93
1059,1,184.16
1060,36,51.89
1061,10,36.98
1062,29,405.5
1063,28,546.3
1064,6,538.23
1065,49,589.53
1066,5,989.29
1067,10,857.69
1068,19,647.81
1069,9,475.01
1070,25,395.61
1071,22,824.57
1072,44,759.44
1073,33,299.02
1074,34,645.4
1075,49,557.49
1076,5,817.93
1077,14,267.61
1078,15,957.23
1079,40,401.1
1080,19,246.83
1081,4,549.13
1082,48,542.47
1083,38,375.38
1084,14,192.76
1085,44,516.85
1086,31,937.42
1087,19,708.96
1088,21,583.13
1089,30,20.02
1090,40,652.51
1091,40,636.06
1092,15,342.0
1093,49,464.21
1094,38,71.26
1095,46,20.33
1096,26,842.69
1097,19,692.8
1098,37,904.06
1099,3,39.31
1100,47,379.1
1101,32,274.5
1102,13,754.36
1103,28,804.31
1104,41,779.86
1105,21,964.28
1106,43,401.47
1107,39,673.14
1108,13,252.54
1109,23,645.48
1110,45,173.35
1111,9,489.32
1112,47,783.56
1113,40,652.9
1114,37,685.88
1115,18,837.62
1116,23,257.9
1117,31,188.25
1118,36,838.3
1119,1,167.55
1120,1,761.52
1121,26,267.75
1122,46,494.33
1123,17,43.82
1124,8,618.7
1125,3,264.74
1126,4,440.94
1127,38,240.67
1128,47,177.81
1129,28,78.77
1130,11,335.49
1131,50,396.96
1132,49,681.91
1133,14,330.3
1134,4,919.67
1135,23,564.49
1136,36,372.17
1137,27,38.37
1138,20,717.96
1139,38,280.63
1140,37,264.7
1141,19,474.82
1142,1,384.39
1143,10,387.03
1144,7,431.72
1145,41,295.53
1146,22,379.44
1147,21,658.8
1148,2,317.26
1149,37,343.7
1150,15,970.39
1151,15,89.33
1152,21,349.78
1153,38,617.92
1154,15,895.78
1155,28,510.28
1156,14,677.41
1157,49,498.14
1158,10,630.7
1159,38,105.44
1160,49,46.41
1161,44,686.18
1162,9,796.69
1163,12,220.22
1164,11,553.8
1165,36,432.91
1166,5,509.82
1167,8,592.34
1168,29,852.7
1169,21,786.09
1170,6,506.57
1171,39,397.22
1172,45,28.54
1173,2,335.2
1174,25,842.58
1175,21,616.36
1176,32,93.44
1177,15,758.25
1178,33,983.79
1179,7,163.22
1180,28,359.28
1181,29,620.34
1182,16,139.28
1183,36,524.9
1184,45,867.65
1185,20,38.46
1186,31,653.51
1187,1,144.49
1188,41,327.12
1189,39,723.99
1190,29,368.1
1191,41,996.37
1192,8,350.67
1193,7,816.01
1194,44,260.82
1195,48,726.62
1196,17,273.97
1197,39,553.77
1198,8,607.19
1199,40,175.37
1200,47,531.64
1201,31,240.53
1202,20,149.16
1203,49,523.63
1204,38,252.9
1205,19,349.68
1206,9,438.45
1207,17,779.43
1208,10,94.16
1209,7,346.91
1210,37,486.79
1211,38,728.07
1212,41,347.25
1213,31,112.89
1214,18,14.2
1215,33,364.54
1216,9,968.82
1217,2,746.6
1218,2,667.45
1219,19,985.55
1220,17,560.37
1221,5,650.62
1222,3,991.27
1223,4,243.98
1224,41,798.98
1225,42,176.24
1226,21,90.5
1227,9,577.14
1228,4,24.62
1229,48,467.92
1230,4,922.68
1231,46,385.88
1232,32,817.58
1233,7,96.35
1234,38,236.64
1235,38,411.22
1236,29,677.22
1237,27,534.01
1238,36,999.98
1239,1,504.2
1240,50,817.6
1241,48,793.38
1242,31,34.39
1243,46,45.59
1244,2,213.09
1245,17,402.17
1246,41,910.46
1247,15,124.73
1248,18,85.36
1249,43,848.02
1250,34,814.57
1251,22,938.2
1252,33,194.94
1253,19,266.17
1254,29,623.83
1255,25,42.21
1256,4,447.4
1257,40,678.77
1258,28,85.47
1259,9,757.27
1260,7,812.29
1261,22,106.4
1262,29,907.08
1263,21,728.45
1264,24,406.78
1265,16,507.3
1266,10,402.72
1267,11,690.88
1268,49,696.98
1269,40,363.88
1270,46,465.41
1271,32,911.14
1272,44,397.69
1273,12,756.87
1274,7,805.49
1275,37,440.65
1276,48,957.38
1277,10,315.02
1278,28,376.62
1279,48,775.56
1280,46,656.9
1281,10,846.49
1282,12,527.66
1283,43,808.88
1284,39,395.29
1285,40,825.74
1286,50,433.16
1287,7,941.16
1288,34,250.13
1289,2,887.47
1290,30,831.75
1291,41,897.8
1292,5,291.19
1293,45,686.51
1294,17,577.5
1295,48,886.88
1296,13,922.5
1297,46,518.67
1298,18,579.84
1299,2,747.61
1300,4,322.44
1301,34,929.52
1302,39,645.32
1303,36,104.24
1304,18,991.03
1305,47,644.57
1306,45,972.64
1307,40,893.32
1308,4,352.53
1309,37,119.57
1310,48,39.23
1311,27,439.78
1312,21,784.4
1313,50,611.74
1314,12,312.42
1315,4,578.02
1316,16,863.4
1317,41,712.04
1318,20,804.91
1319,37,288.66
1320,29,941.83
1321,7,735.67
1322,22,397.65
1323,43,851.63
1324,10,741.56
1325,19,625.38
1326,36,934.0
1327,35,11.42
1328,18,731.16
1329,17,443.34
1330,34,141.99
1331,5,710.1
1332,31,755.57
1333,25,946.14
1334,26,527.22
1335,48,2.44
1336,23,745.84
1337,39,135.37
1338,29,296.8
1339,42,387.0
1340,46,57.09
1341,39,471.26
1342,13,600.93
1343,42,204.47
1344,45,336.49
1345,2,981.93
1346,19,328.78
1347,27,637.63
1348,46,769.74
1349,2,880.49
1350,42,83.61
1351,45,937.72
1352,15,267.22
1353,45,860.76
1354,8,679.93
1355,1,598.68
1356,42,147.59
1357,21,838.23
1358,12,178.12
1359,13,529.96
1360,11,450.94
1361,48,104.74
1362,38,45.67
1363,42,650.21
1364,29,89.81
1365,22,377.73
1366,35,438.27
1367,3,733.02
1368,14,32.49
1369,18,71.82
1370,22,521.74
1371,23,326.48
1372,48,251.32
1373,33,876.1
1374,46,853.77
1375,6,351.54
1376,49,298.33
1377,2,101.55
1378,22,577.73
1379,39,55.48
1380,7,151.33
1381,27,92.09
1382,31,410.04
1383,11,64.68
1384,39,728.7
1385,34,466.78
1386,26,350.75
1387,8,141.5
1388,3,806.05
1389,32,997.41
1390,25,109.26
1391,7,616.65
1392,45,517.11
1393,46,211.25
1394,21,896.01
1395,20,658.11
1396,21,660.68
1397,27,316.16
1398,43,476.34
1399,25,386.44
1400,17,4.03
1401,39,508.9
1402,31,239.48
1403,7,306.29
1404,25,667.3
1405,49,267.56
1406,36,313.32
1407,10,514.62
1408,33,525.45
1409,17,935.18
1410,45,186.2
1411,43,26.94
1412,8,949.36
1413,33,792.62
1414,38,885.72
1415,31,298.26
1416,44,397.58
1417,43,40.09
1418,25,651.6
1419,37,108.89
1420,28,611.7
1421,1,861.05
1422,50,509.25
1423,49,550.42
1424,20,382.42
1425,13,850.65
1426,21,215.36
1427,12,668.38
1428,50,982.36
1429,30,77.19
1430,11,566.64
1431,17,747.2
1432,46,975.51
1433,39,824.27
1434,12,543.93
1435,43,638.97
1436,29,861.0
1437,31,466.79
1438,4,524.16
1439,5,739.59
1440,48,560.18
1441,10,964.76
1442,38,240.13
1443,40,119.24
1444,24,68.58
1445,27,484.15
1446,1,319.52
1447,41,528.88
1448,29,963.99
1449,32,356.22
1450,6,913.58
1451,41,434.81
1452,27,624.64
1453,7,200.79
1454,33,84.9
1455,20,172.26
1456,44,306.99
1457,22,77.13
1458,22,638.8
1459,4,627.62
1460,22,824.6
1461,24,200.17
1462,21,789.19
1463,38,771.15
1464,33,876.4
1465,25,197.72
1466,34,764.75
1467,26,906.05
1468,6,56.15
1469,43,684.52
1470,33,375.95
1471,48,616.6
1472,7,930.55
1473,38,941.45
1474,39,84.93
1475,19,564.58
1476,11,905.13
1477,23,62.43
1478,31,502.23
1479,2,166.42
1480,6,718.54
1481,50,58.98
1482,17,648.46
1483,13,66.96
1484,4,341.49
1485,29,303.2
1486,42,796.12
1487,40,29.89
1488,16,912.98
1489,24,275.68
1490,32,320.78
1491,30,874.63
1492,44,416.71
1493,38,142.73
1494,49,313.11
1495,6,138.57
1496,18,338.3
1497,35,194.62
1498,13,199.39
1499,8,718.91
1500,26,132.19
1501,19,970.91
1502,45,178.03
1503,33,71.64
1504,7,459.94
1505,10,541.96
1506,11,685.32
1507,24,950.9
1508,26,621.67
1509,22,860.77
1510,3,921.14
1511,40,651.7
1512,40,760.71
1513,41,969.56
1514,18,778.63
1515,5,551.7
1516,20,303.91
1517,47,432.13
1518,37,101.14
1519,35,834.52
1520,2,99.09
1521,31,959.72
1522,49,161.86
1523,37,557.01
1524,12,724.36
1525,36,414.12
1526,28,161.07
1527,21,111.66
1528,4,542.89
1529,29,15.42
1530,33,837.81
1531,41,367.17
1532,16,901.48
1533,49,843.56
1534,43,624.22
1535,36,133.73
1536,10,117.97
1537,28,891.7
1538,9,203.64
1539,19,56.38
1540,6,903.26
1541,31,435.15
1542,6,470.96
1543,23,125.11
1544,42,193.0
1545,50,480.38
1546,27,813.23
1547,7,113.57
1548,43,724.41
1549,26,44.32
1550,14,141.57
1551,46,457.02
1552,33,327.37
1553,35,292.02
1554,43,935.79
1555,32,340.32
1556,10,986.93
1557,38,282.24
1558,25,394.61
1559,26,20.69
1560,35,735.0
1561,1,975.37
1562,4,916.76
1563,20,169.04
1564,2,843.63
1565,25,291.65
1566,7,511.96
1567,30,453.18
1568,44,90.82
1569,41,899.19
1570,47,476.85
1571,24,707.55
1572,46,958.24
1573,24,524.92
1574,42,456.08
1575,49,706.94
1576,16,446.06
1577,13,729.8
1578,50,493.23
1579,5,526.29
1580,45,204.23
1581,6,239.85
1582,22,723.99
1583,18,797.85
1584,23,24.28
1585,49,749.15
1586,10,310.84
1587,22,675.81
1588,33,347.34
1589,7,895.7
1590,7,208.22
1591,31,190.47
1592,37,829.8
1593,9,121.3
1594,5,632.86
1595,38,630.88
1596,32,660.29
1597,44,513.11
1598,23,5.6
1599,36,501.0
1600,45,958.84
1601,11,21.76
1602,18,144.07
1603,48,664.23
1604,25,454.1
1605,8,601.79
1606,7,686.21
1607,37,587.74
1608,30,274.45
1609,50,654.81
1610,3,931.63
1611,50,408.53
1612,48,203.35
1613,28,632.07
1614,40,640.05
1615,9,214.16
1616,45,416.34
1617,3,479.85
1618,35,705.67
1619,4,164.84
1620,7,66.74
1621,33,515.73
1622,37,955.33
1623,45,111.43
1624,14,604.66
1625,2,289.83
1626,3,402.91
1627,38,212.0
1628,7,778.82
1629,4,819.98
1630,15,354.88
1631,11,852.05
1632,27,954.28
1633,29,935.4
1634,37,244.62
1635,9,559.35
1636,24,228.95
1637,18,58.32
1638,7,3.21
1639,50,717.56
1640,3,837.57
1641,27,310.23
1642,21,538.94
1643,40,841.54
1644,5,613.36
1645,41,614.98
1646,8,33.13
1647,10,588.73
1648,31,118.86
1649,21,649.02
1650,42,692.44
1651,21,98.67
1652,43,844.85
1653,10,772.6
1654,35,960.91
1655,21,195.96
1656,47,233.52
1657,50,927.43
1658,35,535.78
1659,5,718.99
1660,20,75.17
1661,3,499.92
1662,41,35.02
1663,11,915.36
